date,surge,heave,pitch,Elevation_2,Elevation_3,Elevation_4,Elevation_5,Elevation_6,Elevation_7,Elevation_8,Elevation_9,Elevation_10
8.10001,-0.057625594,0.016656912,1.2148305,0.811357,0.785999,0.771075,0.77558,0.795576,0.785091,0.784323,0.800668,0.809296
8.15003,-0.052970577,0.018252815,0.89580933,0.815796,0.791324,0.772736,0.772963,0.790517,0.787375,0.783121,0.798579,0.809103
8.20001,-0.048144783,0.019110746,0.52541757,0.819246,0.796938,0.775325,0.771232,0.785759,0.790008,0.782253,0.796439,0.80863
8.25001,-0.043293098,0.019169172,0.11333171,0.821502,0.802621,0.778736,0.770395,0.781453,0.792968,0.781765,0.794297,0.807872
8.30006,-0.038567942,0.01839623,-0.32791928,0.822475,0.808115,0.782915,0.770555,0.777725,0.796195,0.781701,0.792208,0.806852
8.35005,-0.034134408,0.01679372,-0.78305841,0.822156,0.813139,0.787757,0.771676,0.774716,0.799601,0.782055,0.790227,0.805597
8.40001,-0.030129605,0.014398025,-1.2341049,0.820591,0.817353,0.79308,0.773708,0.772579,0.803087,0.78282,0.7884,0.804122
8.45003,-0.026676465,0.011271829,-1.6608805,0.817984,0.820523,0.798687,0.77664,0.771304,0.806555,0.783988,0.786763,0.802462
8.50001,-0.023889912,0.0075158629,-2.0428164,0.814602,0.822573,0.804325,0.780365,0.770885,0.809857,0.785563,0.78537,0.800654
8.55002,-0.021852543,0.0032529315,-2.3624129,0.810647,0.823288,0.809735,0.784788,0.771363,0.812861,0.787523,0.784262,0.79874
8.60005,-0.020626864,-0.0013726232,-2.6016315,0.806384,0.822667,0.814619,0.789779,0.772836,0.815411,0.789844,0.783476,0.796764
8.65003,-0.020248948,-0.0061824582,-2.7464833,0.80208,0.820896,0.81864,0.795146,0.775228,0.817394,0.792488,0.78302,0.794773
8.70002,-0.020717363,-0.010999124,-2.7870765,0.797959,0.818009,0.821597,0.800688,0.778441,0.818749,0.795389,0.782909,0.79281
8.75004,-0.021999931,-0.015646649,-2.718156,0.794202,0.814239,0.823391,0.806156,0.78241,0.819355,0.79847,0.78314,0.790916
8.80002,-0.02403415,-0.019942639,-2.5395691,0.790948,0.809916,0.82379,0.811277,0.787027,0.819165,0.801649,0.783735,0.789148
8.85002,-0.026735091,-0.023723987,-2.2529779,0.788295,0.805302,0.822848,0.815804,0.79217,0.818188,0.804841,0.784717,0.787552
8.90002,-0.029994411,-0.026844259,-1.8665185,0.786271,0.800626,0.82077,0.819535,0.797642,0.816464,0.807942,0.786089,0.786172
8.95004,-0.033682215,-0.029177128,-1.3954718,0.78488,0.796128,0.817608,0.822221,0.803226,0.814041,0.810841,0.787834,0.785053
9.00005,-0.037649149,-0.030629424,-0.86033119,0.784108,0.792012,0.813584,0.823738,0.80868,0.810973,0.813406,0.789909,0.784228
9.05,-0.04172425,-0.031138081,-0.28566084,0.783899,0.78844,0.809013,0.823867,0.813715,0.807393,0.815505,0.792273,0.783715
9.10003,-0.045747953,-0.030674416,0.30518112,0.784159,0.7855,0.804161,0.822596,0.818045,0.803462,0.817096,0.794881,0.783554
9.15,-0.049536468,-0.02924821,0.88610079,0.784767,0.78328,0.799282,0.820143,0.821454,0.799349,0.818117,0.797673,0.783751
9.20003,-0.052925681,-0.026903007,1.4336476,0.785607,0.78183,0.79461,0.816672,0.823816,0.795208,0.818448,0.800581,0.784297
9.25005,-0.055747932,-0.023715954,1.9278035,0.786552,0.781135,0.790352,0.812426,0.824886,0.791189,0.818,0.803523,0.785172
9.30002,-0.057862339,-0.019802889,2.3499089,0.787484,0.781094,0.786664,0.807651,0.824584,0.787425,0.816845,0.806396,0.786379
9.35004,-0.059151741,-0.015293243,2.6835404,0.788316,0.781614,0.783644,0.802648,0.823055,0.784003,0.815032,0.80911,0.787907
